game_id,team1_id,team2_id,season,team1_seed,team2_seed,team1_position,team2_position,strongseed,weakseed,team1_region,team2_region,slot,host,host_lat,host_long,team1_teamname,team2_teamname,team1_coach_id,team1_coach_name,team1_pt_school_ncaa,team1_pt_overall_ncaa,team1_pt_school_s16,team1_pt_overall_s16,team1_pt_school_ff,team1_pt_overall_ff,team1_pt_career_school_wins,team1_pt_career_school_losses,team1_pt_career_overall_losses,team1_pt_team_season_wins,team1_pt_team_season_losses,team1_pt_coach_season_wins,team1_pt_coach_season_losses,team1_pt_career_overall_wins,team2_coach_id,team2_coach_name,team2_pt_school_ncaa,team2_pt_overall_ncaa,team2_pt_school_s16,team2_pt_overall_s16,team2_pt_school_ff,team2_pt_overall_ff,team2_pt_career_school_wins,team2_pt_career_school_losses,team2_pt_career_overall_losses,team2_pt_team_season_wins,team2_pt_team_season_losses,team2_pt_coach_season_wins,team2_pt_coach_season_losses,team2_pt_career_overall_wins,team1_fg2pct,team1_fg3pct,team1_ftpct,team1_blockpct,team1_oppfg2pct,team1_oppfg3pct,team1_oppftpct,team1_oppblockpct,team1_f3grate,team1_oppf3grate,team1_arate,team1_opparate,team1_stlrate,team1_oppstlrate,team2_fg2pct,team2_fg3pct,team2_ftpct,team2_blockpct,team2_oppfg2pct,team2_oppfg3pct,team2_oppftpct,team2_oppblockpct,team2_f3grate,team2_oppf3grate,team2_arate,team2_opparate,team2_stlrate,team2_oppstlrate,team1_tempo,team1_adjtempo,team1_oe,team1_adjoe,team1_de,team1_adjde,team2_tempo,team2_adjtempo,team2_oe,team2_adjoe,team2_de,team2_adjde,team1_lat,team1_long,team2_lat,team2_long,team1_coaches_preseason,team2_coaches_preseason,team1_ap_preseason,team2_ap_preseason,team1_coaches_final,team2_coaches_final,team1_ap_final,team2_ap_final,team1_SRS,team1_SOS,team1_Pace,team1_ORtg,team1_FTr,team1_3PAr,team1_TS%,team1_TRB%,team1_AST%,team1_STL%,team1_BLK%,team1_eFG%,team1_TOV%,team1_ORB%,team1_FT/FGA,team2_SRS,team2_SOS,team2_Pace,team2_ORtg,team2_FTr,team2_3PAr,team2_TS%,team2_TRB%,team2_AST%,team2_STL%,team2_BLK%,team2_eFG%,team2_TOV%,team2_ORB%,team2_FT/FGA
2022-1124-1461,1124,1461,2022,1,12,W01,W12a,1,12,W,W,R3W1,philadelphia,39.95,-75.1667,Baylor,Wyoming,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,jeff-linder-1,Jeff Linder,0,0,0,0,0,0,39,19,69,25,8,25,8,119,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,54.47394297,32.96853625,72.48840804,5.759162304,48.34205934,30.34482759,72.76688453,8.456243854,41.81922197,38.74933191,43.77358491,42.37726098,0.056313775,0.07818772,68.5501,67.2399,111.13,117.874,92.7023,91.5576,66.1084,66.0396,107.367,110.159,97.9249,97.0693,31.545956,-97.119359,41.311943,-105.57204,8,,8,,4,,4,,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,10.09,3.9,66.3,108.3,0.358,0.432,0.566,52.3,45,5.9,5.6,0.532,14.7,25.5,0.26
2022-1124-1231,1124,1231,2022,1,12,W01,W12b,1,12,W,W,R3W1,philadelphia,39.95,-75.1667,Baylor,Indiana,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,mike-woodson-1,Mike Woodson,0,0,0,0,0,0,20,13,13,20,13,20,13,20,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,51.44870791,33.89261745,69.9044586,14.44933921,43.43612335,32.63433814,76.11683849,7.047768207,31.82060865,40.20021075,57.39231665,47.97843666,0.08337469,0.097491039,68.5501,67.2399,111.13,117.874,92.7023,91.5576,67.8765,66.99,103.985,107.5,95.8817,92.567,31.545956,-97.119359,39.166383,-86.526904,8,,8,,4,,4,,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,13.78,8.23,68,104,0.335,0.318,0.543,52,57.4,8.3,14.4,0.513,15.3,26.9,0.234
2022-1124-1103,1124,1103,2022,1,13,W01,W13,1,13,W,W,R3W1,philadelphia,39.95,-75.1667,Baylor,Akron,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,john-groce-1,John Groce,0,3,0,1,0,0,94,58,189,24,9,24,9,274,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,52.39616613,35.56547619,69.19504644,8.711433757,47.73139746,34.84087102,70.1793722,7.241746539,41.7132216,35.13831666,48.8372093,40.32697548,0.085584112,0.083570368,68.5501,67.2399,111.13,117.874,92.7023,91.5576,63.8375,62.1055,107.883,106.144,99.9619,102.656,31.545956,-97.119359,41.077768,-81.510328,8,,8,,4,,4,,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,0.83,-4.3,64.3,110.3,0.397,0.419,0.566,53.1,48.6,9.1,9.3,0.536,15.4,30.7,0.273
2022-1124-1463,1124,1463,2022,1,14,W01,W14,1,14,W,W,R4W1,philadelphia,39.95,-75.1667,Baylor,Yale,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,james-jones-3,James Jones,2,2,0,0,0,0,351,291,291,18,11,18,11,351,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,50.48449612,32.82571912,73.54596623,9.175257732,51.2371134,30.2533532,67.9389313,9.689922481,36.41404806,40.8897014,46.57342657,48.14285714,0.084911203,0.102095614,68.5501,67.2399,111.13,117.874,92.7023,91.5576,70.3417,68.7074,101.907,101.818,98.7399,99.8422,31.545956,-97.119359,41.310189,-72.92886,8,,8,,4,,4,,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,0.11,-1.92,70.3,102.5,0.326,0.363,0.541,50.4,46.2,8.8,9.3,0.504,16.1,25.7,0.241
2022-1124-1389,1124,1389,2022,1,15,W01,W15,1,15,W,W,R4W1,philadelphia,39.95,-75.1667,Baylor,St Peter's,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,shaheen-holloway-1,Shaheen Holloway,0,0,0,0,0,0,61,53,53,19,11,19,11,61,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,45.91651543,34.79166667,68.46543002,14.6090535,44.03292181,29.42238267,73.48242812,13.15789474,30.34134008,36.30406291,51.56017831,51.60744501,0.108633688,0.105046727,68.5501,67.2399,111.13,117.874,92.7023,91.5576,67.0262,65.9923,98.7557,98.7475,92.3289,94.4745,31.545956,-97.119359,40.727105,-74.071541,8,,8,,4,,4,,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,0.84,-3.09,66.9,99.5,0.371,0.304,0.52,52.2,51.8,10.8,14.7,0.484,17.7,32,0.254
2022-1124-1313,1124,1313,2022,1,16,W01,W16,1,16,W,W,R1W1,fort_worth,32.74,-97.36,Baylor,Norfolk St,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,robert-jones-1,Robert Jones,1,1,0,0,0,0,166,125,125,24,6,24,6,166,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,51.34020619,34.50184502,69.54314721,10.17142857,46.28571429,29.27170868,64.7834275,9.896907216,35.84656085,44.9339207,47.59124088,54.07166124,0.085129862,0.084078876,68.5501,67.2399,111.13,117.874,92.7023,91.5576,70.4806,66.9641,103.718,102.423,93.6633,102.277,31.545956,-97.119359,36.8487,-76.2625,8,,8,,4,,4,,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,-3.37,-10.3,71.1,105.7,0.377,0.355,0.559,53.7,47.6,9.4,11.4,0.528,17.2,30.5,0.263
2022-1124-1242,1124,1242,2022,1,1,W01,X01,1,1,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Kansas,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,bill-self-1,Bill Self,17,22,10,13,3,3,550,124,229,28,6,28,6,757,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,54.51155854,35.52631579,72.43975904,10.4988831,47.87788533,30.08595989,70.72310406,7.829977629,33.77777778,34.1989221,53.90143737,47.47948417,0.091218637,0.097495149,68.5501,67.2399,111.13,117.874,92.7023,91.5576,69.5494,69.1275,111.605,119.388,97.191,93.9009,31.545956,-97.119359,38.957351,-95.24587,8,3,8,3,4,3,4,3,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,21.82,11.38,69.5,111.8,0.328,0.338,0.571,53.3,53.9,9.1,10.5,0.541,15.4,33.4,0.238
2022-1124-1120,1124,1120,2022,1,2,W01,X02,1,2,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Auburn,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,bruce-pearl-1,Bruce Pearl,2,10,1,5,1,1,165,97,196,27,5,27,5,396,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,51.88216039,32.05918619,73.2503888,21.03075644,42.560266,31.24087591,72.90715373,10.14729951,39.89178554,36.28177966,52.12527964,48.76033058,0.121029396,0.102508883,68.5501,67.2399,111.13,117.874,92.7023,91.5576,71.398,70.0425,108.347,113.579,92.1279,89.1052,31.545956,-97.119359,32.600201,-85.492409,8,22,8,22,4,7,4,8,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,20.4,8.72,71.4,108.5,0.316,0.399,0.538,52.2,52.2,12.1,21.1,0.503,14.2,33.1,0.232
2022-1124-1458,1124,1458,2022,1,3,W01,X03,1,3,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Wisconsin,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,greg-gard-1,Greg Gard,4,4,2,2,0,0,143,77,77,24,7,24,7,143,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,48.92703863,31.20243531,74.19354839,7.480653482,49.87102322,32.26351351,68.04123711,9.012875536,36.05927552,33.73219373,44.25806452,46.04409857,0.078786496,0.069178387,68.5501,67.2399,111.13,117.874,92.7023,91.5576,67.1476,66.4871,105.178,110.35,98.919,94.757,31.545956,-97.119359,43.073858,-89.405356,8,,8,,4,14,4,14,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,13.86,9.7,67.1,105.3,0.323,0.361,0.521,50.2,44.3,7.9,7.5,0.482,11.2,25.9,0.24
2022-1124-1344,1124,1344,2022,1,4,W01,X04,1,4,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Providence,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,ed-cooley-1,Ed Cooley,5,5,0,0,0,0,219,140,209,25,5,25,5,311,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,49.56605593,34.27230047,72.6006192,9.851787271,46.64341761,31.22102009,70.91295117,9.932497589,38.12649165,36.06465998,54.02455662,46.26865672,0.07476034,0.089613388,68.5501,67.2399,111.13,117.874,92.7023,91.5576,66.0606,65.2257,106.471,111.928,99.604,98.0488,31.545956,-97.119359,41.844064,-71.43792,8,,8,,4,13,4,13,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,12.33,7.53,66,106.6,0.385,0.381,0.543,52.1,54,7.5,9.9,0.503,15,30.5,0.28
2022-1124-1234,1124,1234,2022,1,5,W01,X05,1,5,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,Iowa,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,fran-mccaffery-1,Fran Mccaffery,5,10,0,0,0,0,241,161,338,25,9,25,9,492,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,52.53731343,37.07602339,75.2265861,11.51189563,49.96162701,33.15579228,70.76350093,7.388059701,38.95216401,36.56280428,53.67286974,54.55555556,0.102021244,0.075064411,68.5501,67.2399,111.13,117.874,92.7023,91.5576,70.4292,69.653,118.372,121.846,101.111,98.7669,31.545956,-97.119359,41.660695,-91.535698,8,,8,,4,19,4,16,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,19.82,7.33,70.4,118.2,0.304,0.391,0.568,50.9,53.8,10.4,11.4,0.536,11.1,32.1,0.227
2022-1124-1261,1124,1261,2022,1,6,W01,X06,1,6,W,X,R6CH,new_orleans,29.9667,-90.05,Baylor,LSU,scott-drew-1,Scott Drew,9,9,5,5,1,1,398,221,232,26,6,26,6,418,will-wade-1,Will Wade,2,4,1,1,0,0,108,53,98,22,11,22,11,199,53.50370981,34.55782313,69.78417266,9.561403509,49.47368421,29.93730408,70.08368201,7.337180544,37.73100616,35.88301462,56.1461794,55.49668874,0.128090117,0.093569376,50.42935207,31.85840708,73.21981424,14.81481481,47.73662551,27.96610169,68.98550725,8.821233411,34.60949464,45.93993326,48.72389791,53.95683453,0.155824251,0.097496594,68.5501,67.2399,111.13,117.874,92.7023,91.5576,70.6956,68.6625,102.61,107.618,89.6727,88.5294,31.545956,-97.119359,30.414805,-91.169552,8,,8,,4,,4,,21.89,9.01,68.5,111.2,0.285,0.377,0.553,53.7,56.1,12.8,9.6,0.529,15.3,36.3,0.199,18.08,8.5,70.6,102.8,0.33,0.346,0.532,51.4,48.7,15.6,14.8,0.495,17.5,33.8,0.241
